date,open,high,low,close,volumn,return,code
2014-05-07,0.93479,0.93535,0.93174,0.93214,43538,0.99506811,AUDUSD
2014-05-08,0.9320700000000001,0.93932,0.93201,0.93676,37888,1.00081197,AUDUSD
2014-05-09,0.93676,0.93779,0.9345899999999999,0.9359999999999999,37522,1.00040615,AUDUSD
2014-05-11,0.9358299999999999,0.9364399999999999,0.93548,0.9356200000000001,28673,0.9997756,AUDUSD
2014-05-12,0.9355600000000001,0.9384600000000001,0.93475,0.9358299999999999,1695,0.99960479,AUDUSD
2014-05-13,0.9358200000000001,0.93814,0.93321,0.9362,26972,0.9994341999999998,AUDUSD
2014-05-14,0.93619,0.94079,0.93619,0.93673,33317,1.00141115,AUDUSD
2014-05-15,0.9367700000000001,0.93919,0.9325899999999999,0.9354100000000001,33643,0.99957256,AUDUSD
2014-05-16,0.9354,0.93701,0.9333899999999999,0.93581,36043,0.99941262,AUDUSD
2014-05-18,0.9367,0.93709,0.93611,0.9363600000000001,25993,1.00346147,AUDUSD
2014-05-19,0.9363600000000001,0.93653,0.93206,0.9331299999999999,2059,1.01079986,AUDUSD
2014-05-20,0.9331200000000001,0.93343,0.92311,0.9231600000000001,34355,0.99984837,AUDUSD
2014-05-21,0.9231600000000001,0.92522,0.9207799999999999,0.9233,46362,1.00088891,AUDUSD
2014-05-22,0.9233100000000001,0.92725,0.9213399999999999,0.92248,42415,0.99943662,AUDUSD
2014-05-23,0.92248,0.92484,0.92127,0.9229999999999999,38178,0.99922054,AUDUSD
2014-05-25,0.92338,0.9243399999999999,0.92304,0.9237200000000001,29943,0.99796889,AUDUSD
2014-05-26,0.9237200000000001,0.92574,0.92299,0.9256,3286,0.99920116,AUDUSD
2014-05-27,0.92561,0.92765,0.92324,0.9263399999999999,26811,1.00451105,AUDUSD
2014-05-28,0.9263299999999999,0.92699,0.92132,0.9221799999999999,37192,0.99073915,AUDUSD
2014-05-29,0.9222600000000001,0.93169,0.9209700000000001,0.9308,37139,1.00007521,AUDUSD
2014-05-30,0.9307700000000001,0.93284,0.9287700000000001,0.93073,43671,1.00124789,AUDUSD
2014-06-01,0.93065,0.9313299999999999,0.92942,0.9295700000000001,33631,1.00669273,AUDUSD
2014-06-02,0.9295700000000001,0.9306399999999999,0.92332,0.9233899999999999,2820,0.99755847,AUDUSD
2014-06-03,0.9234,0.9286200000000001,0.92279,0.92565,37847,0.99841444,AUDUSD
2014-06-04,0.92566,0.92966,0.92515,0.92712,43830,0.99424123,AUDUSD
2014-06-05,0.9271299999999999,0.93453,0.92568,0.9324899999999999,39908,0.99904648,AUDUSD
2014-06-06,0.9324899999999999,0.93576,0.93179,0.9333799999999999,49716,0.99993572,AUDUSD
2014-06-08,0.9336,0.9338299999999999,0.93337,0.9334399999999999,35978,0.99923995,AUDUSD
2014-06-09,0.93342,0.93625,0.93334,0.93415,2425,0.99714993,AUDUSD
2014-06-10,0.93416,0.9382799999999999,0.9341200000000001,0.9368200000000001,40658,0.99880589,AUDUSD
2014-06-11,0.93684,0.9405,0.93635,0.93794,48026,0.99562661,AUDUSD
2014-06-12,0.93795,0.9436399999999999,0.93489,0.94206,50061,1.0021062,AUDUSD
2014-06-13,0.94206,0.9423600000000001,0.93742,0.9400799999999999,56641,1.0012248,AUDUSD
2014-06-15,0.93952,0.94034,0.9388700000000001,0.9389299999999999,38874,0.99988286,AUDUSD
2014-06-16,0.9389700000000001,0.94155,0.93727,0.93904,2748,1.00588078,AUDUSD
2014-06-17,0.93905,0.93935,0.93289,0.93355,52349,0.99331794,AUDUSD
2014-06-18,0.9335,0.9408200000000001,0.9320799999999999,0.9398299999999999,63787,1.00015963,AUDUSD
2014-06-19,0.93981,0.94306,0.93894,0.93968,67223,1.00115065,AUDUSD
2014-06-20,0.93968,0.94137,0.93768,0.9386,76593,1.00029841,AUDUSD
2014-06-22,0.93747,0.9390000000000001,0.93735,0.93832,47931,0.99607227,AUDUSD
2014-06-23,0.9383,0.9444100000000001,0.93825,0.9420200000000001,6624,1.00616288,AUDUSD
2014-06-24,0.9420299999999999,0.94301,0.93565,0.93625,51319,0.9957564,AUDUSD
2014-06-25,0.93622,0.9407,0.9353100000000001,0.94024,57400,0.99976607,AUDUSD
2014-06-26,0.9402799999999999,0.9419,0.9394899999999999,0.9404600000000001,56554,0.99824861,AUDUSD
2014-06-27,0.94047,0.9440299999999999,0.94047,0.94211,42882,1.00088178,AUDUSD
2014-06-29,0.9419,0.9424299999999999,0.94125,0.9412799999999999,33980,0.99843014,AUDUSD
2014-06-30,0.94129,0.9438200000000001,0.93866,0.94276,3503,0.99349794,AUDUSD
2014-07-01,0.94276,0.9503799999999999,0.9412200000000001,0.9489299999999999,48947,1.00604306,AUDUSD
2014-07-02,0.9489299999999999,0.94936,0.94278,0.9432299999999999,60489,1.00928789,AUDUSD
2014-07-03,0.94324,0.94396,0.9327700000000001,0.93455,57828,0.9980882999999999,AUDUSD
2014-07-04,0.9345399999999999,0.9368200000000001,0.93421,0.93634,62291,1.00061982,AUDUSD
2014-07-06,0.93619,0.93625,0.9353100000000001,0.93576,46931,0.99872992,AUDUSD
2014-07-07,0.93575,0.9375600000000001,0.93405,0.93695,5449,0.99590774,AUDUSD
2014-07-08,0.9369299999999999,0.9414,0.9369299999999999,0.9408,44706,0.99866251,AUDUSD
2014-07-09,0.9408299999999999,0.94232,0.9381,0.94206,51650,1.00409286,AUDUSD
2014-07-10,0.9420799999999999,0.9456100000000001,0.9359799999999999,0.93822,57073,0.99927575,AUDUSD
2014-07-11,0.93821,0.94075,0.9374600000000001,0.9389,64925,1.00086346,AUDUSD
2014-07-13,0.93795,0.93876,0.93779,0.93809,45312,0.99904152,AUDUSD
2014-07-14,0.9380799999999999,0.94021,0.9380700000000001,0.93899,6070,1.00320516,AUDUSD
2014-07-15,0.93899,0.94,0.93476,0.93599,42537,0.99964756,AUDUSD
2014-07-16,0.93599,0.937,0.9328,0.93632,65477,1.00194757,AUDUSD
2014-07-17,0.9363,0.9390299999999999,0.93347,0.9345,59731,0.99517587,AUDUSD
2014-07-18,0.9345,0.94096,0.93371,0.9390299999999999,69310,0.99966998,AUDUSD
2014-07-20,0.93942,0.93995,0.9391200000000001,0.93934,50798,1.00326825,AUDUSD
2014-07-21,0.9393299999999999,0.9397,0.93621,0.9362799999999999,4861,0.99739009,AUDUSD
2014-07-22,0.93629,0.9421,0.93595,0.93873,43311,0.99449112,AUDUSD
2014-07-23,0.93873,0.94604,0.93794,0.9439299999999999,59222,1.00252775,AUDUSD
2014-07-24,0.9439299999999999,0.9469799999999999,0.941,0.94155,60606,1.00211801,AUDUSD
2014-07-25,0.94155,0.94234,0.93914,0.9395600000000001,54312,0.99969144,AUDUSD
2014-07-27,0.9396100000000001,0.9400200000000001,0.93942,0.93985,43627,0.99901146,AUDUSD
2014-07-28,0.93985,0.9412299999999999,0.9383299999999999,0.94078,6368,1.0027072,AUDUSD
2014-07-29,0.94079,0.94152,0.9373100000000001,0.93824,45024,1.00640372,AUDUSD
2014-07-30,0.93824,0.93868,0.9301799999999999,0.93227,61495,1.00249476,AUDUSD
2014-07-31,0.9322799999999999,0.9329,0.9278200000000001,0.92995,85313,0.99835745,AUDUSD
2014-08-01,0.9299299999999999,0.93347,0.92742,0.93148,76076,1.00058006,AUDUSD
2014-08-03,0.93066,0.93132,0.93048,0.93094,85654,0.99781346,AUDUSD
2014-08-04,0.93095,0.9337200000000001,0.9308,0.9329799999999999,5779,1.00317194,AUDUSD
2014-08-05,0.93299,0.93421,0.92924,0.9300299999999999,71283,0.99531255,AUDUSD
2014-08-06,0.9300200000000001,0.9373,0.92906,0.9344100000000001,76555,1.00892954,AUDUSD
2014-08-07,0.9344100000000001,0.9356700000000001,0.9257700000000001,0.92614,66007,0.99853369,AUDUSD
2014-08-08,0.92614,0.92858,0.92381,0.9275,74098,0.99984908,AUDUSD
2014-08-10,0.9274600000000001,0.92784,0.9272100000000001,0.9276399999999999,62470,1.00176024,AUDUSD
2014-08-11,0.92763,0.9284899999999999,0.9257700000000001,0.92601,4170,0.99932012,AUDUSD
2014-08-12,0.92601,0.9275700000000001,0.9246200000000001,0.9266399999999999,46474,0.99598014,AUDUSD
2014-08-13,0.92665,0.93184,0.92638,0.9303799999999999,57264,0.99905504,AUDUSD
2014-08-14,0.9303799999999999,0.93261,0.92866,0.9312600000000001,63057,0.99913097,AUDUSD
2014-08-15,0.93129,0.9333100000000001,0.9296700000000001,0.9320700000000001,50912,1.00085904,AUDUSD
2014-08-17,0.93175,0.9320700000000001,0.9312299999999999,0.93127,48549,0.99922746,AUDUSD
2014-08-18,0.93129,0.93329,0.9307700000000001,0.93199,3753,1.00275438,AUDUSD
2014-08-19,0.93199,0.9343100000000001,0.92856,0.92943,45491,1.0010124,AUDUSD
2014-08-20,0.9294399999999999,0.9317,0.9274100000000001,0.9284899999999999,61867,0.99835487,AUDUSD
2014-08-21,0.9284899999999999,0.93099,0.9235700000000001,0.9300200000000001,70887,0.99827185,AUDUSD
2014-08-22,0.9300200000000001,0.9328,0.92919,0.93163,67577,1.00217295,AUDUSD
2014-08-24,0.93048,0.93086,0.92901,0.92961,59849,1.00211287,AUDUSD
2014-08-25,0.92961,0.9322299999999999,0.92745,0.92765,8528,0.99587757,AUDUSD
2014-08-26,0.9276399999999999,0.93294,0.9270799999999999,0.9314899999999999,66814,0.99795372,AUDUSD
2014-08-27,0.93147,0.93504,0.93089,0.9334,78170,0.99849167,AUDUSD
2014-08-28,0.9334,0.93729,0.93317,0.93481,81810,1.00127461,AUDUSD
2014-08-29,0.93479,0.93614,0.93309,0.9336200000000001,76465,1.00087907,AUDUSD
2014-08-31,0.9324600000000001,0.93337,0.9323100000000001,0.9328,55026,0.99952852,AUDUSD
2014-09-01,0.9328200000000001,0.9350799999999999,0.9325700000000001,0.93324,5057,1.00623207,AUDUSD
2014-09-02,0.9332299999999999,0.9334399999999999,0.92671,0.9274600000000001,57377,0.99330627,AUDUSD
2014-09-03,0.9274600000000001,0.9350299999999999,0.92619,0.93371,83430,1.00056795,AUDUSD
2014-09-04,0.9337,0.93916,0.9328700000000001,0.9331799999999999,85017,0.99520092,AUDUSD
2014-09-05,0.93316,0.94009,0.93316,0.93768,88833,1.00153807,AUDUSD
2014-09-07,0.9363299999999999,0.9369700000000001,0.93615,0.93624,69460,1.00945583,AUDUSD
2014-09-08,0.93624,0.9373100000000001,0.9273899999999999,0.9274700000000001,5989,1.00761576,AUDUSD
2014-09-09,0.92748,0.92875,0.91869,0.9204600000000001,82958,1.00559355,AUDUSD
2014-09-10,0.92045,0.92166,0.9111600000000001,0.9153399999999999,112047,1.00643218,AUDUSD
2014-09-11,0.91535,0.92166,0.90874,0.9094899999999999,108204,1.00597286,AUDUSD
2014-09-12,0.90948,0.90974,0.9029299999999999,0.90409,104836,1.00337384,AUDUSD
2014-09-14,0.90105,0.9015799999999999,0.90041,0.90105,82557,0.99759748,AUDUSD
2014-09-15,0.90105,0.9048200000000001,0.8982399999999999,0.90322,7392,0.99480142,AUDUSD
2014-09-16,0.90323,0.9111100000000001,0.89881,0.90794,83126,1.01365397,AUDUSD
2014-09-17,0.90799,0.90833,0.89376,0.89571,104792,0.99729441,AUDUSD
2014-09-18,0.89571,0.8999799999999999,0.89261,0.8981399999999999,112414,1.00603752,AUDUSD
2014-09-19,0.8981399999999999,0.89935,0.89197,0.89275,98871,0.99888112,AUDUSD
2014-09-21,0.89313,0.8944,0.8928200000000001,0.89375,96051,1.00699687,AUDUSD
2014-09-22,0.89374,0.89486,0.88512,0.88754,4712,1.00271144,AUDUSD
2014-09-23,0.88754,0.89259,0.8830100000000001,0.8851399999999999,85429,0.99928875,AUDUSD
2014-09-24,0.88515,0.8896200000000001,0.88375,0.8857700000000001,102329,1.00635097,AUDUSD
2014-09-25,0.88579,0.88674,0.8772700000000001,0.88018,87459,1.00459967,AUDUSD
2014-09-26,0.8801700000000001,0.8811899999999999,0.87466,0.87615,111230,1.00312564,AUDUSD
2014-09-28,0.87571,0.8759299999999999,0.8726,0.8734200000000001,84394,1.0025367,AUDUSD
2014-09-29,0.87346,0.8747,0.86826,0.87121,8291,0.99722995,AUDUSD
2014-09-30,0.8712,0.87665,0.8692700000000001,0.8736299999999999,103071,0.99937084,AUDUSD
2014-10-01,0.87364,0.8750600000000001,0.86621,0.87418,111337,0.99424503,AUDUSD
2014-10-02,0.87418,0.8825700000000001,0.8739,0.8792399999999999,124279,1.01361493,AUDUSD
2014-10-03,0.87923,0.88049,0.86413,0.8674299999999999,133250,1.00154718,AUDUSD
2014-10-05,0.86739,0.8677600000000001,0.8651200000000001,0.8660899999999999,86864,0.98768375,AUDUSD
2014-10-06,0.8661,0.87828,0.8661,0.87689,5739,0.99561737,AUDUSD
2014-10-07,0.87689,0.88331,0.8725,0.88075,85112,0.99670688,AUDUSD
2014-10-08,0.88076,0.88502,0.8733,0.88366,109640,1.00841046,AUDUSD
2014-10-09,0.88361,0.88975,0.87569,0.87629,104570,1.0091554,AUDUSD
2014-10-10,0.87628,0.87844,0.8679,0.86834,103119,1.00080679,AUDUSD
2014-10-12,0.86905,0.86929,0.8650700000000001,0.86764,88567,0.99130534,AUDUSD
2014-10-13,0.8676299999999999,0.8786,0.8650700000000001,0.87525,6908,1.00513333,AUDUSD
2014-10-14,0.87525,0.8810899999999999,0.8691200000000001,0.8707799999999999,83841,0.99059212,AUDUSD
2014-10-15,0.87077,0.8859,0.8674200000000001,0.87905,82768,1.00241752,AUDUSD
2014-10-16,0.87907,0.88133,0.8684700000000001,0.8769299999999999,125128,1.00222862,AUDUSD
2014-10-17,0.8769299999999999,0.8810899999999999,0.87344,0.87498,134106,0.99954306,AUDUSD
2014-10-19,0.8754700000000001,0.87645,0.87461,0.8753799999999999,82747,0.99752721,AUDUSD
2014-10-20,0.8753799999999999,0.8800399999999999,0.8748,0.87755,4496,1.0010038,AUDUSD
2014-10-21,0.87756,0.8831399999999999,0.87565,0.8766700000000001,53816,1.00017113,AUDUSD
2014-10-22,0.8766700000000001,0.88141,0.8743,0.8765200000000001,76909,1.00140525,AUDUSD
2014-10-23,0.8765200000000001,0.88051,0.8747799999999999,0.87529,78319,0.99524714,AUDUSD
2014-10-24,0.87529,0.8822700000000001,0.8717600000000001,0.8794700000000001,79820,0.99902309,AUDUSD
2014-10-26,0.88028,0.88064,0.87951,0.88033,59822,0.99988642,AUDUSD
2014-10-27,0.88033,0.88233,0.87877,0.8804299999999999,4032,0.99387036,AUDUSD
2014-10-28,0.8804299999999999,0.88808,0.8799399999999999,0.8858600000000001,54730,1.0104137,AUDUSD
2014-10-29,0.8859,0.8910100000000001,0.87626,0.8767299999999999,64270,0.9933492,AUDUSD
2014-10-30,0.87674,0.88525,0.8754299999999999,0.8826,85746,1.00310273,AUDUSD
2014-10-31,0.88261,0.88435,0.8763299999999999,0.87987,91189,1.00551975,AUDUSD
2014-11-02,0.87539,0.8760100000000001,0.87444,0.8750399999999999,106549,1.00714754,AUDUSD
2014-11-03,0.8750399999999999,0.8759600000000001,0.86767,0.8688299999999999,4526,0.99360719,AUDUSD
2014-11-04,0.86887,0.8760600000000001,0.86441,0.8744200000000001,95287,1.01945834,AUDUSD
2014-11-05,0.8744200000000001,0.8754,0.85619,0.8577299999999999,98962,1.0019508,AUDUSD
2014-11-06,0.85772,0.86261,0.85515,0.85606,113614,0.99240677,AUDUSD
2014-11-07,0.85606,0.8656200000000001,0.8539700000000001,0.86261,116417,0.9981716999999999,AUDUSD
2014-11-09,0.8645,0.86539,0.86361,0.86419,115716,1.00218019,AUDUSD
2014-11-10,0.86418,0.8681399999999999,0.8607899999999999,0.86231,4708,0.99075095,AUDUSD
2014-11-11,0.8623,0.87179,0.85895,0.87036,78076,0.99949472,AUDUSD
2014-11-12,0.8703299999999999,0.8743799999999999,0.8664200000000001,0.8708,110731,1.00043657,AUDUSD
2014-11-13,0.87085,0.87631,0.86708,0.8704200000000001,107044,0.99510689,AUDUSD
2014-11-14,0.8704200000000001,0.87721,0.8647100000000001,0.8747,87273,0.99963429,AUDUSD
2014-11-16,0.87682,0.8770100000000001,0.87454,0.87502,94029,1.0050077,AUDUSD
2014-11-17,0.87502,0.8795,0.8694,0.87066,4379,0.99987368,AUDUSD
2014-11-18,0.87067,0.87456,0.8681,0.87077,90094,1.0121937,AUDUSD
2014-11-19,0.87077,0.8709600000000001,0.8592799999999999,0.8602799999999999,81449,0.9980278,AUDUSD
2014-11-20,0.86026,0.8639899999999999,0.8565200000000001,0.86198,103621,0.99471473,AUDUSD
2014-11-21,0.8619899999999999,0.87216,0.86041,0.86656,110946,0.99853658,AUDUSD
2014-11-23,0.8673,0.86813,0.8666200000000001,0.8678299999999999,106526,1.00911639,AUDUSD
2014-11-24,0.86784,0.86995,0.8588399999999999,0.8599899999999999,5123,1.00503693,AUDUSD
2014-11-25,0.8599700000000001,0.8616299999999999,0.85125,0.8556799999999999,67401,1.00315361,AUDUSD
2014-11-26,0.85567,0.85644,0.84788,0.8529899999999999,109148,1.00058652,AUDUSD
2014-11-27,0.853,0.86141,0.8510200000000001,0.85249,97974,1.00262273,AUDUSD
2014-11-28,0.8524700000000001,0.85393,0.84845,0.85026,74107,1.0075245000000002,AUDUSD
2014-11-30,0.84762,0.8481299999999999,0.84257,0.84391,78655,0.99544688,AUDUSD
2014-12-01,0.84391,0.85308,0.84159,0.84777,7949,1.00242397,AUDUSD
2014-12-02,0.8477600000000001,0.85414,0.8432,0.84572,107812,1.00732518,AUDUSD
2014-12-03,0.84572,0.84662,0.8384299999999999,0.83957,96448,1.00120445,AUDUSD
2014-12-04,0.83957,0.84285,0.83547,0.8385600000000001,94597,1.0071583,AUDUSD
2014-12-05,0.83857,0.83921,0.8313799999999999,0.8326,106024,1.00239583,AUDUSD
2014-12-07,0.8309,0.83145,0.82939,0.8306100000000001,79334,1.00095201,AUDUSD
2014-12-08,0.8305899999999999,0.83231,0.8259,0.8298200000000001,4883,1.00024107,AUDUSD
2014-12-09,0.8298200000000001,0.8370200000000001,0.8222799999999999,0.82962,88716,0.9958826,AUDUSD
2014-12-10,0.82963,0.8347,0.82635,0.83305,110171,1.01045571,AUDUSD
2014-12-11,0.83305,0.8374799999999999,0.82137,0.8244299999999999,105825,0.9999151,AUDUSD
2014-12-12,0.82445,0.8297700000000001,0.82258,0.8245,118128,1.0,AUDUSD
2014-12-14,0.8244600000000001,0.8247,0.82435,0.8245,87741,1.00404296,AUDUSD
2014-12-15,0.82181,0.8266700000000001,0.81999,0.8211799999999999,338,0.99882017,AUDUSD
2014-12-16,0.82116,0.82734,0.8199,0.82215,100182,1.01198902,AUDUSD
2014-12-17,0.82216,0.8236,0.8105600000000001,0.8124100000000001,113431,0.99473497,AUDUSD
2014-12-18,0.8124100000000001,0.8202200000000001,0.8116,0.81671,114451,1.00287339,AUDUSD
2014-12-19,0.8167,0.81911,0.81212,0.8143699999999999,103890,0.99969311,AUDUSD
2014-12-21,0.81458,0.81475,0.81333,0.81462,79111,1.00343668,AUDUSD
2014-12-22,0.8146,0.81721,0.8114899999999999,0.81183,4963,1.00127035,AUDUSD
2014-12-23,0.81183,0.81429,0.80867,0.8108,55484,1.00012335,AUDUSD
2014-12-24,0.8108,0.81229,0.81021,0.8107,56048,0.99898955,AUDUSD
2014-12-26,0.8124,0.81314,0.8108,0.81152,28516,1.00038215,AUDUSD
2014-12-28,0.81233,0.8124100000000001,0.81097,0.81121,23178,0.99731986,AUDUSD
2014-12-29,0.81121,0.81614,0.81117,0.81339,4322,0.99415769,AUDUSD
2014-12-30,0.81339,0.8202299999999999,0.81209,0.81817,52680,1.00145658,AUDUSD
2014-12-31,0.81817,0.8215,0.8157800000000001,0.81698,55510,1.0098141,AUDUSD
2015-01-02,0.8135399999999999,0.8145100000000001,0.80769,0.80904,39218,1.00301261,AUDUSD
2015-01-04,0.8073899999999999,0.80845,0.80512,0.80661,45223,0.99631912,AUDUSD
2015-01-05,0.80674,0.8106,0.80338,0.8095899999999999,4540,1.00238962,AUDUSD
2015-01-06,0.80962,0.81563,0.80652,0.80766,91115,1.00042115,AUDUSD
2015-01-07,0.80767,0.80889,0.8031699999999999,0.8073199999999999,115951,0.99531512,AUDUSD
2015-01-08,0.80734,0.81296,0.80734,0.81112,105491,0.98898982,AUDUSD
2015-01-09,0.81112,0.82073,0.8104100000000001,0.82015,91917,0.99759162,AUDUSD
2015-01-11,0.82086,0.8223799999999999,0.82055,0.8221299999999999,100450,1.00874847,AUDUSD
2015-01-12,0.8221799999999999,0.8253799999999999,0.81295,0.815,2533,0.99760086,AUDUSD
2015-01-13,0.81499,0.81971,0.8126899999999999,0.81696,96327,1.00372268,AUDUSD
2015-01-14,0.81694,0.81884,0.80669,0.81393,102130,0.99011021,AUDUSD
2015-01-15,0.81393,0.82939,0.81321,0.82206,125454,0.99935569,AUDUSD
2015-01-16,0.82206,0.8255299999999999,0.8166899999999999,0.8225899999999999,159972,1.00023103,AUDUSD
2015-01-18,0.82226,0.82301,0.82206,0.8224,99129,1.00413914,AUDUSD
2015-01-19,0.82239,0.82425,0.8184600000000001,0.81901,2752,1.0034181999999998,AUDUSD
2015-01-20,0.81906,0.82171,0.8157800000000001,0.81622,76232,1.00774122,AUDUSD
2015-01-21,0.81622,0.8232799999999999,0.80767,0.80995,89458,1.01044188,AUDUSD
2015-01-22,0.80995,0.81352,0.7994,0.8015800000000001,117021,1.01402927,AUDUSD
2015-01-23,0.80157,0.80519,0.78799,0.7904899999999999,122986,1.00377133,AUDUSD
2015-01-25,0.78687,0.7875300000000001,0.78569,0.78752,121561,0.99431833,AUDUSD
2015-01-26,0.78755,0.7932600000000001,0.78708,0.79202,1657,1.00012628,AUDUSD
2015-01-27,0.79204,0.7973600000000001,0.79045,0.79192,91067,1.00371361,AUDUSD
2015-01-28,0.79191,0.8024100000000001,0.78822,0.78899,104838,1.01396957,AUDUSD
2015-01-29,0.78899,0.79059,0.77189,0.77812,115964,1.00200886,AUDUSD
2015-01-30,0.7781100000000001,0.77964,0.7729699999999999,0.77656,113440,0.99829025,AUDUSD
2015-02-01,0.7752600000000001,0.77803,0.7751899999999999,0.77789,97399,0.99771698,AUDUSD
2015-02-02,0.77788,0.78291,0.77646,0.77967,5099,1.00452226,AUDUSD
2015-02-03,0.77966,0.78518,0.76251,0.7761600000000001,91013,1.00064461,AUDUSD
2015-02-04,0.7761600000000001,0.78491,0.7742,0.77566,138359,0.9947037000000001,AUDUSD
2015-02-05,0.77566,0.78232,0.77328,0.77979,117523,1.0008470999999999,AUDUSD
2015-02-06,0.77978,0.78752,0.77773,0.77913,96090,1.00394294,AUDUSD
2015-02-08,0.77628,0.77749,0.77578,0.7760699999999999,93567,0.99575303,AUDUSD
2015-02-09,0.7760699999999999,0.7833399999999999,0.7747,0.7793800000000001,5095,1.00150345,AUDUSD
2015-02-10,0.77937,0.78405,0.77465,0.7782100000000001,81906,1.00801793,AUDUSD
2015-02-11,0.7782100000000001,0.7793800000000001,0.76928,0.7720199999999999,94837,0.99576938,AUDUSD
2015-02-12,0.7720199999999999,0.77786,0.7642899999999999,0.7753,88792,0.99958743,AUDUSD
2015-02-13,0.7753,0.7791399999999999,0.77242,0.77562,115772,0.9990597,AUDUSD
2015-02-15,0.77717,0.77725,0.77559,0.77635,77838,1.00099281,AUDUSD
2015-02-16,0.7763399999999999,0.77937,0.7750100000000001,0.77558,4042,0.99318735,AUDUSD
2015-02-17,0.77559,0.78278,0.77412,0.7809,73184,1.00034587,AUDUSD
2015-02-18,0.78091,0.78374,0.77725,0.78063,89940,1.00148819,AUDUSD
2015-02-19,0.78065,0.7842399999999999,0.77561,0.77947,83608,0.99403175,AUDUSD
2015-02-20,0.77947,0.78478,0.77883,0.78415,84805,0.99975776,AUDUSD
